cv_score,holdout_score,params,iteration,estimators,time
0.7429679882685329,0.7474290745181249,"{'objective': 'binary', 'learning_rate': 0.005197855942221579, 'num_leaves': 103, 'num_threads': 4, 'seed': 0, 'max_depth': 7, 'min_data_in_leaf': 40, 'bagging_fraction': 0.9728711914733519, 'bagging_freq': 5, 'feature_fraction': 0.7602930092645414, 'lambda_l1': (0.8578665317493701,), 'lambda_l2': (0.5408227916823511,), 'scale_pos_weight': 11, 'metric': 'auc'}",35,200,2.8949217200279236
0.7544435159533192,0.7585128443588475,"{'objective': 'binary', 'learning_rate': 0.09218222867449886, 'num_leaves': 64, 'num_threads': 4, 'seed': 0, 'max_depth': 4, 'min_data_in_leaf': 52, 'bagging_fraction': 0.9279158748518244, 'bagging_freq': 5, 'feature_fraction': 0.8213765620178342, 'lambda_l1': (0.9360315110443836,), 'lambda_l2': (0.7965587289926638,), 'scale_pos_weight': 11, 'metric': 'auc'}",36,200,1.1574074109395345
0.7540970489708227,0.7575766507617063,"{'objective': 'binary', 'learning_rate': 0.12786612659327665, 'num_leaves': 127, 'num_threads': 4, 'seed': 0, 'max_depth': 3, 'min_data_in_leaf': 35, 'bagging_fraction': 0.9460573230349433, 'bagging_freq': 5, 'feature_fraction': 0.7904765682399254, 'lambda_l1': (0.7366862335737782,), 'lambda_l2': (0.9034069424010949,), 'scale_pos_weight': 11, 'metric': 'auc'}",37,200,0.9405835707982381
0.7466809492741506,0.752953949071567,"{'objective': 'binary', 'learning_rate': 0.19755353143594853, 'num_leaves': 76, 'num_threads': 4, 'seed': 0, 'max_depth': 6, 'min_data_in_leaf': 45, 'bagging_fraction': 0.7715744570829006, 'bagging_freq': 5, 'feature_fraction': 0.766182207570505, 'lambda_l1': (0.7823088285055639,), 'lambda_l2': (0.8381799176153145,), 'scale_pos_weight': 11, 'metric': 'auc'}",38,59,0.49493998686472573
0.7527671994267845,0.7569379800597175,"{'objective': 'binary', 'learning_rate': 0.09675437850009616, 'num_leaves': 44, 'num_threads': 4, 'seed': 0, 'max_depth': 5, 'min_data_in_leaf': 26, 'bagging_fraction': 0.7390003443405747, 'bagging_freq': 5, 'feature_fraction': 0.7507446341005428, 'lambda_l1': (0.993992857588834,), 'lambda_l2': (0.5388777634598518,), 'scale_pos_weight': 11, 'metric': 'auc'}",39,117,0.7354351282119751
0.7525199639817891,0.7570568887586483,"{'objective': 'binary', 'learning_rate': 0.07133405314179321, 'num_leaves': 114, 'num_threads': 4, 'seed': 0, 'max_depth': 3, 'min_data_in_leaf': 41, 'bagging_fraction': 0.9798225325048837, 'bagging_freq': 5, 'feature_fraction': 0.844756033944833, 'lambda_l1': (0.8501763234981801,), 'lambda_l2': (0.9153584541009957,), 'scale_pos_weight': 11, 'metric': 'auc'}",40,200,1.042460854848226
0.7538562780828122,0.7585237488055785,"{'objective': 'binary', 'learning_rate': 0.036266116361925636, 'num_leaves': 99, 'num_threads': 4, 'seed': 0, 'max_depth': 6, 'min_data_in_leaf': 36, 'bagging_fraction': 0.8399202589871695, 'bagging_freq': 5, 'feature_fraction': 0.7925255461012183, 'lambda_l1': (0.44006410949807645,), 'lambda_l2': (0.24555523796685635,), 'scale_pos_weight': 11, 'metric': 'auc'}",41,200,1.7400568087895711
0.7513516308451631,0.7564852478082721,"{'objective': 'binary', 'learning_rate': 0.18065267138759797, 'num_leaves': 69, 'num_threads': 4, 'seed': 0, 'max_depth': 4, 'min_data_in_leaf': 21, 'bagging_fraction': 0.9388999799924336, 'bagging_freq': 5, 'feature_fraction': 0.8221169905964418, 'lambda_l1': (0.6829427327135773,), 'lambda_l2': (0.20202860545259915,), 'scale_pos_weight': 11, 'metric': 'auc'}",42,115,0.7123924891153971
0.7518472776303463,0.756262289099504,"{'objective': 'binary', 'learning_rate': 0.14111139902018416, 'num_leaves': 30, 'num_threads': 4, 'seed': 0, 'max_depth': 5, 'min_data_in_leaf': 55, 'bagging_fraction': 0.9117162702590301, 'bagging_freq': 5, 'feature_fraction': 0.8660913397652641, 'lambda_l1': (0.762819500558158,), 'lambda_l2': (0.7312661439348739,), 'scale_pos_weight': 11, 'metric': 'auc'}",43,90,0.7013713161150614
0.7507452829755711,0.7553502413174367,"{'objective': 'binary', 'learning_rate': 0.01781577622515631, 'num_leaves': 93, 'num_threads': 4, 'seed': 0, 'max_depth': 6, 'min_data_in_leaf': 46, 'bagging_fraction': 0.8623694690136574, 'bagging_freq': 5, 'feature_fraction': 0.8022176130999785, 'lambda_l1': (0.6020177751963719,), 'lambda_l2': (0.9484972672514206,), 'scale_pos_weight': 11, 'metric': 'auc'}",44,200,274.99501078128816
0.7463197310095336,0.7504788569688908,"{'objective': 'binary', 'learning_rate': 0.011010613590247213, 'num_leaves': 44, 'num_threads': 4, 'seed': 0, 'max_depth': 7, 'min_data_in_leaf': 62, 'bagging_fraction': 0.9719659216015036, 'bagging_freq': 5, 'feature_fraction': 0.7680337848651311, 'lambda_l1': (0.9534056993543139,), 'lambda_l2': (0.4203434831865902,), 'scale_pos_weight': 11, 'metric': 'auc'}",45,200,2.635973044236501
0.7524069959234969,0.7573727507886487,"{'objective': 'binary', 'learning_rate': 0.07673694292898012, 'num_leaves': 61, 'num_threads': 4, 'seed': 0, 'max_depth': 3, 'min_data_in_leaf': 31, 'bagging_fraction': 0.999143003829131, 'bagging_freq': 5, 'feature_fraction': 0.8954120517556712, 'lambda_l1': (0.886147623341429,), 'lambda_l2': (0.8454852935989453,), 'scale_pos_weight': 11, 'metric': 'auc'}",46,200,1.1343542734781902
0.7494176106213002,0.7539129525910921,"{'objective': 'binary', 'learning_rate': 0.025529466614164636, 'num_leaves': 80, 'num_threads': 4, 'seed': 0, 'max_depth': 4, 'min_data_in_leaf': 69, 'bagging_fraction': 0.7996655604775638, 'bagging_freq': 5, 'feature_fraction': 0.8147828858211317, 'lambda_l1': (0.8162516641830582,), 'lambda_l2': (0.7818900998773282,), 'scale_pos_weight': 11, 'metric': 'auc'}",47,200,1.2418052514394124
0.7539995161147565,0.7584503673295223,"{'objective': 'binary', 'learning_rate': 0.04855837376008214, 'num_leaves': 48, 'num_threads': 4, 'seed': 0, 'max_depth': 5, 'min_data_in_leaf': 40, 'bagging_fraction': 0.7011829473041378, 'bagging_freq': 5, 'feature_fraction': 0.7811276848226094, 'lambda_l1': (0.5218271689482175,), 'lambda_l2': (0.6716596030262602,), 'scale_pos_weight': 11, 'metric': 'auc'}",48,200,1.2702398896217346
0.7533350956904015,0.7581024438749622,"{'objective': 'binary', 'learning_rate': 0.03220838502592638, 'num_leaves': 70, 'num_threads': 4, 'seed': 0, 'max_depth': 6, 'min_data_in_leaf': 26, 'bagging_fraction': 0.7220939255045222, 'bagging_freq': 5, 'feature_fraction': 0.7502582911785425, 'lambda_l1': (0.49660394334721225,), 'lambda_l2': (0.7062956383108598,), 'scale_pos_weight': 11, 'metric': 'auc'}",49,200,1.5849246859550477
0.7503418877997656,0.756536325219976,"{'objective': 'binary', 'learning_rate': 0.09542542064799288, 'num_leaves': 124, 'num_threads': 4, 'seed': 0, 'max_depth': 7, 'min_data_in_leaf': 60, 'bagging_fraction': 0.8813220107254988, 'bagging_freq': 5, 'feature_fraction': 0.7998733593569782, 'lambda_l1': (0.33979770126236525,), 'lambda_l2': (0.6336315127262812,), 'scale_pos_weight': 11, 'metric': 'auc'}",50,76,0.9180997411410013
0.7503501897838056,0.7555550853213288,"{'objective': 'binary', 'learning_rate': 0.01587697646134629, 'num_leaves': 102, 'num_threads': 4, 'seed': 0, 'max_depth': 7, 'min_data_in_leaf': 20, 'bagging_fraction': 0.9114983542160405, 'bagging_freq': 5, 'feature_fraction': 0.8317772738002474, 'lambda_l1': (0.6848567185209091,), 'lambda_l2': (0.8661084780430753,), 'scale_pos_weight': 11, 'metric': 'auc'}",51,200,2.717725642522176
0.7483526035271204,0.7528275843102361,"{'objective': 'binary', 'learning_rate': 0.023541402758931095, 'num_leaves': 30, 'num_threads': 4, 'seed': 0, 'max_depth': 4, 'min_data_in_leaf': 50, 'bagging_fraction': 0.9340613720259665, 'bagging_freq': 5, 'feature_fraction': 0.90675504280272, 'lambda_l1': (0.9007771371162148,), 'lambda_l2': (0.8032431610398096,), 'scale_pos_weight': 11, 'metric': 'auc'}",52,200,1.457696501413981
